class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
p,f,y,g,False,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,v,d
p,f,y,g,False,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,v,d
p,f,f,y,False,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,y,p
p,x,y,g,False,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,v,g
p,f,y,y,False,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,v,g
p,f,f,y,False,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,y,p
p,x,f,y,False,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,v,d
p,f,f,y,False,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,v,g
p,x,y,y,False,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,y,p
p,f,f,y,False,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,y,d
p,x,f,y,False,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,v,g
p,f,y,g,False,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,y,d
p,f,f,g,False,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,y,d
p,f,f,y,False,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,g
p,f,f,g,False,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,v,d
p,f,f,g,False,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,y,g
p,f,f,y,False,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,d
p,x,y,y,False,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,y,d
p,x,y,y,False,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,v,d
p,f,f,y,False,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,y,d
p,x,y,y,False,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,v,d
p,x,y,y,False,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,v,g
p,x,y,n,False,y,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d
e,f,y,b,True,n,f,c,b,w,e,?,s,s,w,w,p,w,t,e,w,c,w
p,x,f,y,False,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,v,g
p,x,y,y,False,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,y,d
p,f,y,g,False,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,y,d
p,x,y,y,False,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,y,d
p,f,y,g,False,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,v,p
p,f,y,g,False,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,y,d
p,f,f,g,False,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,v,p
p,x,f,y,False,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,p
p,f,f,y,False,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,y,g
p,f,f,y,False,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,y,d
p,f,y,g,False,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,p
p,f,y,g,False,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,y,g
p,f,f,g,False,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,y,g
p,f,y,g,False,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,v,d
p,f,f,g,False,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,d
p,f,y,g,False,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,v,p
p,x,f,g,False,c,f,c,n,u,e,b,s,s,w,w,p,w,o,p,k,s,d
p,f,s,b,True,f,f,c,b,w,t,b,f,f,w,w,p,w,o,p,h,v,g
e,f,f,e,True,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,k,v,d
p,x,y,y,False,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,p
p,x,y,g,False,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,y,d
p,f,y,g,False,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,v,g
e,f,f,g,True,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,k,v,d
p,x,y,y,False,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,d
p,x,y,y,False,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,v,p
p,f,f,y,False,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,y,p
p,x,f,y,False,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,v,p
p,x,f,y,False,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,y,d
p,x,y,g,False,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,v,g
p,f,s,w,True,f,f,c,b,w,t,b,s,f,w,w,p,w,o,p,h,s,u
p,x,y,g,False,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,d
p,x,f,y,False,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,v,g
p,f,y,g,False,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,y,p
p,x,y,g,False,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,v,p
p,x,f,y,False,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,v,d
e,f,y,u,False,n,f,c,n,h,e,?,s,f,w,w,p,w,o,f,h,v,d
p,f,f,y,False,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,y,d
p,f,y,g,False,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,v,g
p,x,y,y,False,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,y,g
p,f,f,g,False,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,y,g
e,f,y,n,True,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,n,y,d
p,x,f,y,False,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,v,p
p,f,f,g,False,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,y,d
p,x,y,g,False,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,y,p
p,f,f,y,False,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,y,g
p,x,f,y,False,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,v,d
p,x,y,y,False,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,v,p
p,x,f,y,False,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,v,p
p,f,y,g,False,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,v,g
p,x,s,w,True,f,f,c,b,h,t,b,f,f,w,w,p,w,o,p,h,s,u
e,f,y,e,True,n,f,c,b,w,e,?,s,s,w,w,p,w,t,e,w,c,w
e,x,y,u,False,n,f,c,n,w,e,?,s,f,w,w,p,w,o,f,h,y,d
p,x,y,y,False,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,v,g
p,x,y,g,False,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,y,d
p,x,f,y,False,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,y,p
p,f,f,g,False,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,y,d
p,x,y,g,False,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,y,p
p,f,f,g,False,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,y,g
p,f,f,y,False,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,y,g
p,x,y,g,False,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,y,p
p,f,y,g,False,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,y,p
e,f,s,p,True,n,f,c,b,w,e,?,s,s,w,e,p,w,t,e,w,c,w
p,f,f,g,False,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,y,p
p,x,y,y,False,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,y,p
p,x,y,g,False,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,y,p
p,f,f,y,False,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,v,g
p,x,f,y,False,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,y,d
p,f,y,g,False,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,y,d
p,f,y,y,False,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,y,p
p,x,y,g,False,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,g
p,x,y,g,False,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,y,d
p,f,f,y,False,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,y,p
p,f,f,g,False,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,y,d
p,x,y,g,False,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,y,p
p,f,f,y,False,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,v,p
p,f,y,g,False,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,v,d
p,x,y,g,False,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,y,g
p,f,f,g,False,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,v,d
p,x,y,g,False,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,y,g
p,f,f,g,False,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,d
p,x,y,y,False,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,y,p
p,x,f,y,False,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,y,g
p,x,y,g,False,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,v,p
p,f,f,y,False,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,v,p
e,f,y,n,True,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,n,y,d
p,f,f,g,False,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,y,d
p,x,y,y,False,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,y,p
p,x,s,g,True,f,f,c,b,h,t,b,f,f,w,w,p,w,o,p,h,s,g
p,f,y,y,False,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,v,p
p,x,y,y,False,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,v,p
p,x,f,w,False,c,f,c,n,g,e,b,s,s,w,w,p,w,o,p,k,s,d
p,x,f,y,False,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,y,d
p,f,s,b,True,f,f,c,b,h,t,b,f,s,w,w,p,w,o,p,h,s,u
p,x,y,y,False,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,y,g
p,x,y,g,False,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,y,d
p,f,f,y,False,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,y,g
p,f,s,p,True,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,r,v,g
p,f,s,b,True,f,f,c,b,p,t,b,f,f,w,w,p,w,o,p,h,v,u
p,x,y,g,False,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,v,g
p,x,y,g,False,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,y,g
p,x,y,g,False,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,v,g
p,f,f,g,False,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,y,p
p,f,f,g,False,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,v,p
p,x,f,y,False,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,y,p
p,f,f,y,False,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,v,p
e,f,y,u,False,n,f,c,n,u,e,?,s,f,w,w,p,w,o,f,h,v,d
p,x,f,y,False,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,y,g
e,f,f,e,True,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,n,v,d
p,f,f,y,False,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,y,g
p,x,f,y,False,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,v,g
p,x,y,n,False,f,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l
p,x,y,g,False,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,y,g
p,x,f,y,False,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,d
p,f,f,g,False,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,y,g
p,x,y,g,False,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,v,p
p,x,y,g,False,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,y,g
p,x,f,y,False,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,y,d
p,f,f,y,False,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,y,g
p,f,y,g,False,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,v,p
p,f,y,g,False,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,y,g
e,f,y,n,True,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,n,y,d
p,x,y,y,False,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,v,g
e,f,f,e,True,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,k,y,d
p,x,f,y,False,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,y,d
p,x,y,g,False,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,y,p
p,f,y,g,False,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,y,p
p,x,f,y,False,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,y,p
p,f,f,g,False,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,v,d
p,f,f,g,False,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,v,d
p,f,y,g,False,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,y,p
p,f,y,g,False,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,y,g
p,x,f,y,False,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,v,d
p,x,y,y,False,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,y,p
p,f,f,y,False,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,v,d
p,x,y,g,False,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,y,d
p,f,f,y,False,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,y,p
p,f,y,g,False,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,v,d
p,x,f,p,False,c,f,w,n,p,e,b,s,s,w,w,p,w,o,p,k,s,d
p,f,f,y,False,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,v,d
p,x,y,g,False,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,v,d
p,x,y,y,False,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,g
p,x,y,g,False,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,d
p,f,y,y,False,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,v,p
p,x,y,g,False,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,y,p
p,x,f,y,False,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,d
p,f,y,g,False,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,v,d
p,f,y,g,False,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,v,g
p,x,y,y,False,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,y,d
p,f,f,y,False,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,y,d
p,x,y,g,False,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,d
p,x,y,y,False,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,y,d
p,x,y,g,False,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,v,d
p,x,y,g,False,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,y,g
p,x,f,y,False,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,v,g
p,x,y,g,False,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,y,d
p,f,f,g,False,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,y,p
p,f,f,g,False,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,v,g
p,x,y,g,False,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,v,p
p,x,f,y,False,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,v,d
p,x,y,g,False,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,y,d
p,f,f,g,False,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,v,p
p,x,y,y,False,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,v,p
p,x,f,y,False,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,v,d
p,f,y,g,False,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,y,d
p,f,f,g,False,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,v,p
e,x,s,p,True,n,f,c,b,e,e,?,s,s,w,w,p,w,t,e,w,c,w
p,f,f,y,False,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,v,d
p,x,s,p,False,c,f,w,n,g,e,b,s,s,w,w,p,w,o,p,k,v,d
p,x,f,y,False,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,y,g
p,f,f,g,False,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,y,p
p,x,f,y,False,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,y,g
e,f,f,e,True,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,n,y,d
p,x,y,y,False,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,v,d
p,x,f,y,False,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,g
p,f,y,g,False,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,v,g
p,f,f,y,False,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,g
e,f,y,n,True,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,n,v,d
p,x,y,y,False,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,y,p
p,f,f,g,False,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,p
p,x,y,y,False,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,v,p
p,f,f,y,False,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,y,d
p,f,y,y,False,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,y,d
p,f,y,g,False,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,v,g
p,f,f,g,False,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,v,g
p,x,y,y,False,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,y,g
p,f,y,g,False,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,y,p
p,x,y,y,False,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,y,g
e,f,f,g,True,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,n,y,d
p,x,s,g,True,f,f,c,b,h,t,b,f,s,w,w,p,w,o,p,h,s,g
p,x,y,n,False,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p
p,f,s,g,True,f,f,c,b,p,t,b,s,f,w,w,p,w,o,p,h,v,g
p,f,y,g,False,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,y,g
p,f,y,y,False,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,v,g
p,f,y,g,False,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,v,d
e,f,y,e,True,n,f,c,b,e,e,?,s,s,w,e,p,w,t,e,w,c,w
p,f,y,g,False,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,v,p
p,x,f,y,False,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,v,g
p,f,f,g,False,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,y,d
p,x,y,y,False,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,y,d
p,f,f,y,False,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,y,g
e,f,y,n,True,n,f,c,b,e,e,?,s,s,e,e,p,w,t,e,w,c,w
p,f,y,g,False,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,g
p,k,f,n,False,n,f,c,n,w,e,?,k,y,w,n,p,w,o,e,w,v,d
p,f,f,g,False,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,v,d
p,f,f,y,False,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,v,p
p,x,y,n,False,s,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p
p,f,f,g,False,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,v,d
p,f,f,g,False,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,y,p
p,f,s,w,True,f,f,c,b,w,t,b,f,f,w,w,p,w,o,p,h,v,g
p,f,f,y,False,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,v,d
p,x,y,g,False,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,y,g
p,x,f,y,False,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,y,g
e,x,y,e,True,n,f,c,b,w,e,?,s,s,e,e,p,w,t,e,w,c,w
p,f,y,y,False,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,v,d
p,b,f,y,False,n,f,c,n,w,e,?,k,y,w,n,p,w,o,e,w,v,d
p,f,y,y,False,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,v,d
p,x,s,g,True,f,f,c,b,p,t,b,f,f,w,w,p,w,o,p,h,s,u
p,f,y,y,False,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,v,d
p,f,f,y,False,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,v,g
e,k,y,e,True,n,f,c,b,e,e,?,s,s,w,w,p,w,t,e,w,c,w
p,f,f,y,False,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,v,p
p,f,f,y,False,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,p
e,k,y,n,False,n,f,w,n,w,e,b,f,s,w,n,p,w,o,e,w,v,l
p,x,s,w,False,c,f,c,n,p,e,b,s,s,w,w,p,w,o,p,n,v,d
p,x,f,y,False,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,y,g
p,x,f,y,False,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,v,p
p,x,f,y,False,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,y,d
p,f,y,y,False,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,v,p
p,b,s,b,True,n,f,c,b,g,e,b,s,s,w,w,p,w,t,p,r,v,g
p,x,s,w,True,f,f,c,b,h,t,b,f,f,w,w,p,w,o,p,h,v,g
e,f,y,e,True,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,n,y,d
p,b,s,w,True,n,f,c,b,g,e,b,s,s,w,w,p,w,t,p,r,v,m
e,f,y,p,True,n,f,c,b,w,e,?,s,s,e,e,p,w,t,e,w,c,w
p,x,s,w,True,f,f,c,b,p,t,b,f,f,w,w,p,w,o,p,h,v,g
e,k,y,n,True,n,f,c,b,w,e,?,s,s,w,w,p,w,t,e,w,c,w
p,x,y,y,False,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,y,p
p,f,s,b,True,f,f,c,b,h,t,b,f,s,w,w,p,w,o,p,h,v,u
p,f,y,g,False,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,v,d
p,x,y,y,False,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,v,d
p,x,y,g,False,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,v,d
p,x,f,y,False,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,y,p
p,x,y,y,False,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,d
p,x,y,y,False,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,y,d
p,x,f,y,False,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,y,p
p,x,y,g,False,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,y,p
p,f,f,g,False,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,v,p
e,k,s,e,True,n,f,c,b,w,e,?,s,s,e,w,p,w,t,e,w,c,w
e,f,y,n,True,n,f,c,b,e,e,?,s,s,e,w,p,w,t,e,w,c,w
e,f,s,b,True,n,f,c,b,w,e,?,s,s,e,w,p,w,t,e,w,c,w
p,x,y,y,False,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,v,d
e,f,f,g,True,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,n,v,d
p,f,f,y,False,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,y,p
p,f,y,g,False,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,y,g
p,x,s,g,True,f,f,c,b,p,t,b,f,f,w,w,p,w,o,p,h,v,g
p,f,f,g,False,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,v,p
p,x,f,y,False,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,y,d
p,f,f,y,False,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,v,g
p,x,y,n,False,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l
p,f,f,g,False,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,v,p
e,f,y,n,True,n,f,c,b,e,e,?,s,s,w,w,p,w,t,e,w,c,w
e,f,y,e,True,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,k,v,d
p,f,y,g,False,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,y,g
p,x,y,y,False,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,v,p
p,f,f,g,False,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,y,d
e,f,f,e,True,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,n,v,d
p,x,y,y,False,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,p
p,f,f,y,False,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,y,p
p,f,f,g,False,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,p
p,f,y,y,False,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,y,d
p,x,y,g,False,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,v,d
p,b,y,w,True,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,r,v,m
p,f,f,y,False,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,y,p
p,x,y,n,False,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d
p,f,f,g,False,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,y,g
p,x,y,y,False,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,v,g
p,f,y,y,False,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,y,p
e,f,y,p,True,n,f,c,b,e,e,?,s,s,e,e,p,w,t,e,w,c,w
